RECRD,VESSLTERMS,FEATURE_TYPE,LATDEC,LONDEC,GP_QUALITY,DEPTH,SOUNDING_TYPE,YEARSUNK,HISTORY
1521,CHOAPA,Unknown,40.216778,-73.741794,High,95,Feets,,"HISTORY
  FE101WD--(FE10/51WD); CS-326; WK LOCATED IN LAT 40-13-00N, LONG 73-44-32W;  ì
FATHOMETER SOUNDING OF 102 FT OBTAINED; DRAG HUNG AT 98 FT; CLEARED AT 95 FT ì
CHARTED AS 95 FT WITH BASKET AND DANGER CURVE. (ENTERED MSM 4/87)            

 DESCRIPTION
  24 NO.559; CARGO, 1700 GT, SUNK 9/21/44 BY MARINE CASUALTY; POS. ACCUARCY ì
WITHIN 1 MILE; WD CLEARED TO 96 FT (SOURCE UNK); POS. LAT. 40-13-00N, ì
LONG. 73-44-52W. MAY BE 73-44-32W.
195  LORAN C RATES PROVIDED BY MR. RICHARD TARACKA, GREENWICH, ì
CT. POLICE DEPARTMENT, TEL NO 203-622-8020; 9960-X 26832.5(OR ì
26863.4), 9960-Y 43549.5(OR 43590.8). (ENTERED MSM 4/90)"
1524,PINTA,"Submerged, dangerous",40.230444,-73.843742,High,58,Feets,,"HISTORY
  NM22/63--6/1/63; DUTCH M/V PINTA HAS SUNK IN 78 FT. OF WATER IN ì
PA LAT 40-13-42N, LONG 73-50-12W; WRECK IS UNMARKED, LIES IN A ì
NORTH-SOUTH DIRECTION AND HAS ABOUT 45 FT. OF WATER OVER IT. ì
(ENTERED MSM 1/88)
  H9531/75--OPR-517-PE-75; PSR ITEM 6; DEVELOPED AND DIVER        ì
INVESTIGATED; LEADLINE LEAST DEPTH OF 58 FT.; WRECK LOCATED 600M ì
NW OF CHARTED POSITION IN LAT 40-13-49.2N, LONG 73-50-39.0W; ì
RECOMMENDED RELOCATE WRECK ON CHART AND REVISE LEAST DEPTH.ì
(UPDATED MSM 1/88)

DESCRIPTION
  195 LORAN C RATES PROVIDED BY MR. RICHARD TARACKA, GREENWICH, CT. ì
POLICE DEPARTMENT, TEL NO 203-622-8020; 9960-X 26880.5, 9960-Y ì
43563.5. (ENTERED MSM 4/90)"
1531,UNKNOWN,"Submerged, dangerous",40.268972,-73.942944,High,56,Feets,,"HISTORY
  H6463/39WD--ITEM 27; WHILE DRAGGING FOR THE WK OF THE PROGRESS (ITEM 1534), ì
AN OBSTR WAS LOCATED IN LAT 40-16-12N, LONG 73-56-30W; 44 FT SNDG WAS TAKEN ì
OVER OBSTR; FELT LIKE WRECKAGE AND WHILE SOUNDING IT THE LEAD WAS CUT UP AND  ì
COVERED WITH RUST; CLEARED BY 42 FT; CHARTED AS 42 FT BASKET SNDG; ALSO ì
REFERENCE ITEMS 1537 AND 1538.(ENTERED MSM 1/86)
  H10285/88--OPR-C147-WH-88; DURING HYDROGRAPHY AND SIDE SCAN ì
INVESTIGATION, NO INDICATION OF ITEM AT CHARTED POSITION; A SIDE ì
SCAN CONTACT WITH WRECK-LIKE CHARACTERISTICS AND AN ESTIMATED ì
DEPTH OF 55 FT WAS FOUND 143 METERS SOUTHWEST OF AWOIS POSITION; ì
LAT 40-16-07.913N, LONG 73-56-34.198W (NAD83); EVALUATOR BELIEVES THIS IS ì
THE AWOIS ITEM; RECOMMENDS DELETING CHARTED AWOIS ITEM 1531, ì
CHARTING A SUBM OBSTR, AND ASSIGNED THIS ITEM FOR FURTHER ì
INVESTIGATION. (UPDATED MSD 3/91)
  FE331SS/89--OPR-C147-HE-89; CONTACT #9; SIDE SCAN SONAR CONTACT, ì
FOUND ON ABOVE SURVEY, INVESTIGATED BY DIVERS; LOCATED THE REMAINS ì
OF A LARGE SUNKEN WOODEN SHIP; APPEARED TO HAVE SETTLED KEEL DOWN ì
AND TO ONE SIDE; ONLY ONE SHEER STRAKE RUNNING 40 M LONG AND SOME ì
DECK PLANKS WERE EXPOSED; MOST OF THE SHIP WAS BURIED IN THE ì
SAND; CURRENT SCOUR ALONG THE OUTBOARD SIDE OF THE WRECK ì
ACCOUNTED FOR THE DIVERS MAXIMUM DEPTH OF 64 FT; SHOALEST POINT ì
ROSE APPROXIMATELY 3 FT OFF A SANDY BOTTOM; PNEUMATIC DEPTH GAUGE ì
LEAST DEPTH OF 54 FT; LAT 40-16-08.50N, LONG 73-56-34.18W ì
(NAD83); LORAN C RATES: 9960-W 15503.4, 9960-X 26931.8, 9960-Y ì
43592.8, 9960-Z 59809.8; EVALUATOR RECOMMENDED CHARTING A 54 WK ì
IN SURVEY POSITION, DELETING CHARTED CLEARED 42 FT DEPTH, AND NOT ì
CHARTING 55 OBSTR FROM SURVEY H-10285/88. (UPDATED MSD 7/91)

 DESCRIPTION                                                
  24 NO 361; SUNK 1939, CGS WD CLEARED TO 42 FT IN 1939                       
  27 NO.644; LOCATED BY U.S.C. & G.S. IN SEPT. 1939, CLEARED TO 42 FT.

  H12609/2014-- OPR-C319-KR; Least depth 56 Feets in present survey position.(UP 10/09/15 SDR)"
8097,OBSTRUCTION,"Submerged, dangerous",40.324778,-73.9505,High,39.9,Feets,,"HISTORY
  FE331SS/89--OPR-C147-HE-89; CONTACT #19 FROM SURVEY H-10285/88; ì
DIVERS LOCATED AN OVERTURNED 50 FT STEEL HULLED BOAT WHICH ROSE ì
APPROXIMATELY 5 FT OFF OF A SANDY BOTTOM; LEADLINE LEAST DEPTH OF ì
40 FT IN LAT 40-19-28.98N, LONG 73-57-01.61W (NAD 83); EVALUATOR ì
RECOMMENDED CHARTING 40 WK AS SHOWN ON SURVEY AND NOT CHARTING ì
THE 42 OBSTR FROM SURVEY H-10285/88. (ENTERED MSD 7/91)
  H12609/2014-- OPR-C319-KR; Add dangerous sunken wreck, least depth 39.9 ft(UP 10/09/15 SDR)"
15203,OBSTRUCTION,"Submerged, nondangerous",40.3275,-73.798472,High,30.82,Meters,,"H12627/OPR-B310-FH-13: New wreck identified at 40-19-39.0N, 73-47-54.5W in 30.82 m water depth using a multibeam echo sounder and side scan sonar. The feature appears to be a barge, rectangular in shape and measuring ~40 m long by ~20 m wide."
1550,WRECK,"Submerged, nondangerous",40.332083,-73.857528,High,24.7,Meters,,"HISTORY
NM 50/21--WK ADDED TO CHART                                                   
NM 26/22--WK DELETED FROM CHART                                               

DESCRIPTION
  24 NO.1364; SUNK 1921, POSITION ACCURACY WITHIN 1 MILE; WD CLEARED TO 50 FT.
    (SOURCE UNK.), REPORTED THROUGH CGS SURVEY

H12610 (OPR-C319-KR-13) - 
SAR: Feature originally submitted as SBDARE with three soundings inside with the remarks that it was a debris-like feature. Feature's polygon limits were revised during office review to a wreck and appropriately attributed. Verified with 100% MBES data.
COMPILATION: Concur with conditions. Delete the charted non-dangerous sunken wreck, depth unknown to the north. Add AWOIS #1550 as a non-dangerous sunken wreck (distributed remains), least depth 81.05 Feets, in the present survey position. Update AWOIS database.(MPG 07/2015)"
8073,OBSTRUCTION,"Submerged, dangerous",40.332556,-73.927,High,52,Feets,,"HISTORY
  FE330SS/89--OPR-C147-HE-89; CONTACT #5 FROM SURVEY H-10284/88; ì
LOCATED BY SIDE SCAN SONAR SEARCH AND DIVER INVESTIGATED; FOUND A ì
LARGE CYLINDRICAL OBJECT WHICH APPEARED TO HAVE BEEN A SHIP'S ì
BOILER; NO OTHER EVIDENCE OF WRECKAGE WAS FOUND; METAL WAS ì
HEAVILY WEATHERED AND RISES 5 FT OFF A SANDY BOTTOM; ECHOSOUNDER ì
DEPTH OF 53 FT TAKEN IN LAT 40-19-57.86N, LONG 73-55-37.00W ì
(NAD83); SINCE THIS IS SHOALER THAN DIVER LEADLINE LEAST DEPTH OF ì
55 FT, THE EVALUATOR RECOMMENDED CHARTING THE 53 FT DEPTH; ì
LORAN C RATES: 9960-W 15496.1, 9960-X 26934.9, 9960-Y ì
43630.9, 9960-Z 59828.5; EVALUATOR RECOMMENDED CHARTING A ì
DANGEROUS SUBMERGED OBSTRUCTION, 53 OBSTR, AS SHOWN ON SURVEY. ì
(ENTERED MSD 6/91)
H12609/2014-- OPR-C319-KR; Dangerous sunken wreck, least depth 52 Feets(UP 10/09/15 SDR)"
15202,OBSTRUCTION,"Submerged, nondangerous",40.335361,-73.814194,High,38.12,Meters,,"H12627/OPR-B310-FH-13: New wreck identified at 40-20-7.3N, 73-48-51.1W in 38.12 m water depth using a multibeam echo sounder."
15213,WRECK,"Submerged, nondangerous",40.343111,-73.869194,High,22.4,Meters,,"H12610 (OPR-C319-KR-13) - 
WRECKS/remrks: Linear structure evident in bathymetry and backscatter. Feature has the shape of potential wreck. It is located 0.77 nm NW from AWOIS item 1550.
SAR: Wreck like object verified via object detection multibeam; wreck appears to be highly deteriorated.
COMPILATION: Concur. Add a non-dangerous sunken wreck, least depth 73.48 Feets in the present
survey position."
1554,ASFALTO,"Submerged, nondangerous",40.348389,-73.769028,Low,27.73,Meters,,"HISTORY

  H12627/OPR-B310-FH-13 -- Wreck located with 100% multibeam coverage. Affected charts include 12326_1, 12300_1, 13006_1, 5161_1, and 13003_1. Charted wreck location re-positioned to noted position. 

  CL203/32--DOC STEAMBOAT INSPECTION SERVICE; ACCIDENT REPORT; BARGE ASFALTO ì
IN TOW OF TUG RELIANCE, STRUCK SOME SUBM OBJECT ON BED OF OCEAN AND SANK;  ì
ORIGINALLY NOT CHARTED BECAUSE POSITION IS TOO UNCERTAIN; REP POSITION IS ì
LAT 40-21N, LONG 73-46W; SHOALEST DEPTH AT REP POSITION IS 78 Feets.          
  CL347/58--CGS; MEMO FROM CHIEF CHARTING DIVISION, ESTABLISHING NEW POLICY  ì
CONCERNING CHARTING OF WKS; WK ADDED TO CHARTS THROUGH NAVY WRECK LISTS. ì
(ENTERED MSM 4/87)                                                           

 DESCRIPTION
  24 NO.1356; BARGE; SUNK 1932; POSITION ACCURACY WITHIN 1 MILE; REPORTED ì
THROUGH CGS SURVEY 1932.                                                 
  195 LORAN C RATES PROVIDED BY MR. RICHARD TARACKA, GREENWICH, ì
CT. POLICE DEPARTMENT, TEL NO 203-622-8020; 9960-X 26831.2, ì
9960-Y 43620.8; ITEM IDENTIFIED AS ""N.W. IRMAC"" ALSO POSITIONED ì
AT THESE RATES. (ENTERED MSM 4/90)"
6310,VAL-DEE-JO,"Submerged, nondangerous",40.349133,-73.832419,High,27.32,Meters,,"HISTORY
  LNM44/73--3RD CGD; 10-17-73; 30FT CABIN CRUISER VAL-DEE-JO ì
REPORTED SUNK IN APPROX. POSITION LAT. 30-21-00N, LONG. ì
73-50-00W. RECOMMEND CHARTING. (ENT 1/88, MSM).
  LNM45/73-- LAT. CORRECTED TO 40-21-00N. (UP 5/20/96, SJV)

H12610 (OPR-C319-KR-13) - 
SAR: Concur with field unit in that the feature is not positively identified as a wreck. If anything, the sea floor texture could be interpret as distributed remains of a wreck. However, the range of the distrubtion far
exceed the length of AWOIS 6310. The least depth has been verified via object detection multibeam. Recommend to not chart as a wreck and chart current survey depths. AWOIS 6310 is described as a 30ft cabin cruiser VAL-DEE-JO;
COMPILATION: Concur with conditions. Delete charted dangerous sunken wreck PA, depth unknown. Add AWOIS #6310 as a non-dangerous wreck, (distributed remains), least depth 89.65 Feets, in the present survey position. Update AWOIS database."
1563,UNKNOWN,"Submerged, dangerous",40.355303,-73.933372,High,51,Feets,,"HISTORY
  H6463/39WD--ITEM 33;WHILE INVESTIGATING THE WK OF POCONA (AMOIS #1568) ì
SNDGS 42-44 FT WERE OBTAINED ON A WK AND 38 FT ON AN OBSTR (AWOIS ITEM ì
1562) IN LAT 40-21-18N, LONG 73-56-06W; THESE OBSTRUCTION FELT LIKE BITS OF ì
WRECKAGE AND THE LEAD WAS COVERED WITH RUST. (ENTERED MSM 5/87)
  H10284/88--OPR-C147-WH-88; WRECK FOUND WITH AN ESTIMATED DEPTH ì
OF 51 FT IN LAT 40-21-18.8N, LONG 73-56-00.2W (NAD83); WRECK IS 102M EAST ì
OF CHARTED AWOIS ITEM AND IS BELIEVED TO BE THAT ITEM; EVALUATOR ì
RECOMMENDED RETAINING AS CHARTED PENDING VERIFICATION OF FE-330SS ì
(1989). (UPDATED MSD 6/91)
  FE330SS/89--OPR-C147-HE-89; CONTACT #8 FROM SURVEY H-10284/88; ì
SIDE SCAN SONAR AND DIVER INVESTIGATION FOUND THE REMAINS OF A ì
WOODEN AND STEEL WRECK ABOUT 25M LONG RESTING UPRIGHT AND RISING 6 ì
FT ABOVE A SANDY BOTTOM; WRECK IS BADLY WEATHERED BUT STILL MORE ì
OR LESS INTACT; TWO LARGE ANCHORS STILL HANG FROM THE BOW; NO ì
IDENTIFYING MARKINGS WERE FOUND ON WRECK; LEADLINE LEAST DEPTH OF ì
51 FT TAKEN ON ONE OF THE VERTICAL TIMBERS RISING ABOVE THE ì
WRECK IN LAT 40-21-19.09N, LONG 73-56-00.14W (NAD83); LORAN C ì
RATES: 9960-W 15497.4, 9960-X 26941.5, 9960-Y 43645.0, 9960-Z ì
59834.0; EVALUATOR RECOMMENDED DELETING CHARTED 35FT WIRE DRAG ì
WRECK AND ADDING 51 WK IN SURVEY POSITION. (UPDATED MSD 6/91)

 DESCRIPTION
  24 NO.311; POSITION ACCURACY WITHIN 1 MILE; REPORTED WD CLEARED TO 35 FT. IN
LAT 40-21-18N LONG 73-56-06W THROUGH U.S.C. & G.S. IN 9/39."
1562,UNKNOWN,"Submerged, dangerous",40.356967,-73.935886,High,38,Feets,,"HISTORY
  H6463/39WD--ITEM33; WHILE INVESTIGATING THE WK OF THE POCONO (AWOIS ITEM ì
1568) AN OBSTRUCTION AND WRECKAGE (AWOIS ITEM 1563) WERE FOUND IN LAT ì
40-21-24N, LONG 73-56-12W, SHOALEST DEPTH OF 38 FT.; CLEARED BY ì
35 FT. (ENTERED MSM 5/87)
  H10284/88--OPR-C147-WH-88; WRECK FOUND WITH AN ESTIMATED DEPTH ì
OF 37 FT IN LAT 40-21-25.9N, LONG 73-56-10.2W (NAD83); WRECK IS 47M NORTH ì
OF THE CHARTED AWOIS ITEM AND IS BELIEVED TO BE THIS ITEM; ì
EVALUATOR RECOMMENDED RETAINING AS CHARTED PENDING VERIFICATION ì
OF FE330SS (1989). (UPDATED MSD 6/91)
  FE330SS/89--OPR-C147-HE-89; CONTACT #16 ON SURVEY H-10284/88; ì
SIDE SCAN SONAR AND DIVER INVESTIGATION FOUND A WRECK LYING ON ì
A FLAT BOTTOM; WRECK IS AN OLD WOODEN STEAMSHIP ABOUT 75M IN ì
LENGTH; WRECKAGE IS BADLY DETERIORATED AND STREWN ABOUT HE ì
BOTTOM; SEVERAL PROTRUSIONS RISE ABOVE THE TREND OF THE WRECK; ì
PNEUMATIC DEPTH GAUGE DIVER LEAST DEPTH OF 38 FT TAKEN ì
ON THE STACK FROM THE STEAM PLANT WHICH IS LOCATED ì
NEAR THE MIDDLE OF THE WRECK; LAT 40-21-25.08N, LONG ì
73-56-09.18W (NAD83); STEAM ENGINE FOUND ABOUT 30M FROM THE ì
STERN; NEAR MIDSHIPS THE ENGINE AND STACK RISE ABOUT 20 FT OFF ì
THE BOTTOM AND TWO LARGE BOILERS ARE INTACT JUST FORWARD OF THE ì
STACK; LORAN C RATES: 9960-W 15498.5, 9960-X 26943.3, 9960-Y ì
43646.0, 9960-Z 59834.2; HYDROGRAPHER STATES THAT THIS MAY BE THE ì
REMAINS OF THE AUGUSTINA, AWOIS ITEM 1561; ALTHOUGH THERE WERE NO ì
MASTS FOUND, THEY MAY HAVE COLLAPSED INTO THE WRECKAGE; NO ì
POSITIVE IDENTIFICATION COULD BE MADE; EVALUATOR RECOMMENDED ì
DELETING CHARTED 35 FT WIRE DRAG WRECK AND ADDING 51 WK AS SHOWN ì
ON THIS SURVEY. (UPDATED MSD 6/91)

 DESCRIPTION
  24 NO.598; POSITION ACCURACY WITHIN 1 MILE; WD CLEARED TO 35 ì
FT. (SOURCE UNK.); REPORTED THROUGH H.O. CHART RECORDS, DATED ì
1950
  **** DIVER INVESTIGATION MAY DETERMINE THAT THIS ITEM IS THE WRECK AUGUSTINA.
REFERENCE ITEM 1561."
1566,UNKNOWN,"Submerged, dangerous",40.358817,-73.977631,High,3.7,Feets,,"01566
HISTORY
H5616/34--BARGE LOCATED AT POS.40-21-28.2N, 73-58-48W                         
CL241/64--BOAT SHOW REPORT; NOT VISIBLE                                       
CL1350/67--SP-AMC-12-67, DEFICIENCY SURVEY; WOODEN BARGE AT POS.40-21-32.4N,  
 73-58-42.6W WAS FOUND BARING 1 FT AT MLW.                                    
HSB MAR 9/24/82--LOCATED BY BOTTOM DRAG AT POS.40-21-31.3N, 73-58-40.9W, R/AZ;
 4.9 FT SOUNDING POLE LD (PREDICTED); APPROX. 15 M L, LYING NW-SE             
H10037/82--OPR-B259-HSB-82; PSR ITEM 9; WK VERIFIED WITH CHAIN SWEEP AT       
 LAT 40-21-31.35N, LONG 73-58-40.98W; 15M LONG LYING NW-SE ORIENTATION; LEAST 
 DEPTH OF 3.7 FT IN 8 FT OF WATER; EVALUATOR RECOMMENDED CHARTING WRECK WITH  
 3 FT LEAST DEPTH. (UPDATED MSM 9/86)                                         

SURVEY REQUIREMENTS
NOT ASSIGNED"
1567,UNKNOWN,"Submerged, dangerous",40.360114,-73.978142,High,1,Feets,,"01567
HISTORY
CL37/52--BP48604, DREDGING SURVEY, 1951; WK NOTED ADJACENT TO CHANNEL.        
CL241/64--BOAT SHOW REPORT; BARGE REPORTED SUBMERGED                          
CL1350/67--SP-AMC-12-67, DEFICIENCY SURVEY; SUNKEN WK LOCATED AT POSITION     
 40-21-36.6N, 73-58-43.2W PROJECTING 0.5 FT OFF BOTTOM, CONSIDERED TO BE      
 NON-HAZARDOUS.                                                               
HSB MAR 9/24/82--LOCATED BY BOTTOM DRAG AT POS.40-21-36.0N, 73-58-42.8W, R/AZ;
 28 FT. SOUNDING POLE LD (PREDICTED); APPROX. 10 ML, LYING N-S.               
H10037/82--OPR-B259-HSB-82; PSR ITEM 8; WK VERIFIED WITH CHAIN SWEEP AT       
 LAT 40-O21-36.0N, LONG 73-58-42.82W; APPROX. 10M LONG LYING IN N-S           
 ORIENTATION; LEAST DEPTH OF 1 FT; BY POLE SOUNDING IN 4.5 FT OF WATER;       
 EVALUATOR RECOMMENDS CHARTING SUBM DANG WK ACCORDING TO SURVEY.              
 (UPDATED MSM 9/86)                                                           

SURVEY REQUIREMENTS
NOT ASSIGNED"
1559,CONTINENT,"Submerged, nondangerous",40.362139,-73.817861,High,99.55,Feets,,"HISTORY
  H12627/2013 -- OPR-B310-FH-13; wreck located with 100% multibeam coverage at 40-21-43.7N, 73-49-4.3W in 30.34 m water depth. The affected charts include 12362_1, 12300_1, 13006_1, 5161_1, and 13003_1.  
  NM10/43
  H10750/97-- OPR-C399-RU; SIDE SCAN SONAR LOCATED SUNKEN WRECK. ì
ECHO SOUNDER LD OF 99 Feets IN LAT. 40-21-43.919N, LONG. ì
73-49-04.264W. EVALUATOR RECOMMENDS DELETING CHARTED ì
NON-DANGEROUS SUNKEN WRECK AND CHARTING A 99 WK AS SURVEYED. (UP ì
12/3/98, SJV)

 DESCRIPTION
    24  NO. 362; CARGO, 468 GT, SUNK 1/11/42 BY MARINE CASUALTY;
        POSITION ACCURACY WITHIN ONE MILE.
    27  NO. 660; SUNK BEFORE WWII; LOCATED BY THIRD NAVAL DISTRICT
        HQ.
    195 LORAN-C RATES PROVIDED BY MR. RICHARD TARACKA, GREENWICH
        POLICE DEPT., TEL. NO. 203-622-8020; 9960-X 26884.7,
        9960-Y 43637.4. (ENT 4/90, MSM)"
8071,UNKNOWN,"Submerged, dangerous",40.372481,-73.918644,High,58,Feets,,"HISTORY
  H10284/88--OPR-C147-WH-88; SIGNIFICANT CONTACT WITH WRECK-LIKE ì
CHARACTERISTICS WAS LOCATED IN LAT 40-22-20.928N, LONG ì
73-55-07.573W (NAD83); FOUND 675M FROM AWOIS ITEM 1570; ì
CALCULATED LEAST DEPTH OF 47 FT; RECOMMENDED FOR ADDITIONAL WORK ì
ON A FUTURE SURVEY.
  FE330SS/89--OPR-C147-HE-89; CONTACT 1 FROM SURVEY H-10284/88; ì
DIVERS INVESTIGATION FOUND A ì
LARGE MASS OF WOOD AND STEEL WRECKAGE OF UNDETERMINED TYPE; ì
WRECKAGE WAS BADLY DETERIORATED AND ROSE TO ABOUT 10FT OFF THE ì
BOTTOM; VISIBILLITY WAS VERY GOOD AND THE DIVERS WERE CONFIDENT ì
THAT THE MEASUREMENT WAS MADE ON THE HIGHEST POINT; 52 FT DIVER ì
LEADLINE LEAST DEPTH; LAT 40-22-20.93N, LONG 73-55-07.12W (NAD83); ì
LORAN C RATES: 9960-X 26937.5, 9960-Y 43654.5, 9960-Z 59840.0; ì
DETERMINED THAT THIS IS NOT THE TUG IN AWOIS ITEM 1570; EVALUATOR ì
RECOMMENDED CHARTING 52 WK IN SURVEY POSITION. (ENTERED MSD 6/91)
  H12609/2014-- OPR-C319-KR; Dangerous sunken wreck, least depth 58 Feets.(UP 10/09/15 SDR)"
1573,UNKNOWN,"Submerged, dangerous",40.378156,-74.020267,High,2,Feets,,"HISTORY
  CL1350/67--SP-AMC-12-67, DEFICIENCY SURVEY; DANGEROUS SUNKEN WK OF A 30-35 FT 
BOAT COVERED 2 FT AT MLW WAS FOUND AT POS.40-22-40.2N, 74-01-15.0W, WK WAS   
ORIENTED NNE-SSW.                                                            
  MONTHLY ACTIVITIES REPORT, 7/26/82--WRECK FOUND AT POS.40-22-40.9N, 74-01-14.5
BY R/AZ AND BOTTOM DRAG, 2.4 FT LD BY SOUNDING POLE IN 3.3 FT OF WATER.      
RECOMMENDS SHIFTING CHARTED POSITION OF WRECK.                               
  H1016/82--OPR-B259-HSB-82; PSR ITEM 4; 10 METER LINE SPACING WITH ONE BOAT    
OTTER BOARD CHAIN SWEEP; SNAG WITHIN 30 METERS OF CHARTED POSITION; 4 FT     
LEAST DEPTH (POLE SOUNDING) IN SURROUNDING WATER OF 4 FT; MAY NOT BE LD;     
HYDROGRAPHER AND EVALUATOR RECOMMEND RETAIN 2 FT AND RELOCATING WK TO        
LAT 40-22-40.87N, LONG 74-01-14.47W. (UPDATED MSM 1/87)"
8075,UNKNOWN,"Submerged, dangerous",40.380661,-73.940939,High,41,Feets,,"HISTORY
  FE330SS/89--OPR-C147-HE-89; CONTACT #24 FROM SURVEY H-10284/88; ì
SIDE SCAN SONAR AND DIVER INVESTIGATION FOUND THE BADLY ì
DETERIORATED WRECKAGE OF A WOODEN SHIP; A LARGE METAL MOORING OR ì
TOWING BIT WAS FUNDIN THE WRECKAGE; LEADLINE LEAST DEPTH OF 41 FT ì
TAKEN ON WHAT APPEARED TO BE THE RIBS OF THE WRECK; LAT ì
40-22-50.38N, LONG 73-56-27.38W (NAD83); LORAN C RATES: 9960-X ì
26941.9, 9960-Y 43660.7; HYDROGRAPHER AND EVALUATOR RECOMMENDED ì
CHARTING 41 WK AS SHOWN ON PRESENT SURVEY. (ENTERED MSD 6/91)"
1577,UNKNOWN,"Submerged, dangerous",40.382053,-73.989492,High,3,Feets,,"01577
HISTORY
H5616/34--LOCATED AT POS.40-22-54.8N, 73-59-23.3W, DESCRIBED ON SS AS SIDE OF 
 OLD WRECK.                                                                   
CL1350/67--SP-AMC-12-67, DEFICIENCY SURVEY; DANGEROUS REMAINS OF A WOODEN     
 VESSEL FOUND COVERED 1 FT AT MLW AT POS.40-22-54N, 73-59-24W ORIENTED IN A   
 NORTH SOUTH DIRECTION.                                                       
MONTHLY ACTIVITIES REPORT, 7/26/82--WRECK FOUND AT POS.40-22-55.2N, 73-59-24W 
 BY R/AZ AND BOTTOM DRAG, 3.6 FT LD BY SOUNDING POLE IN 5.6 FT OF WATER. WK   
 VISIBLE FROM SURFACE AND LIES N-S, 35-40 FT LONG. RECOMMENDS SHIFTING        
 CHARTED POSITION OF WRECK.                                                   
H10016/82--OPR-B259-HSB-82; PSR ITEM 2; 10 METER LINE SPACING WITH ONE BOAT   
 OTTER BOARD CHAIN SWEEP; WK LIES IN 5 FT OF WATER AT MLW; LEAST DEPTH OF     
 3.0 FT AT MLW (POLE SOUNDING); NORTH-SOUTH ORIENTATION; EVALUATOR RECOMMENDS 
 CHARTING 3 WK IN LAT 40-22-55N, LONG 73-59-23.68W. (UPDATED MSM 1/87)        

SURVEY REQUIREMENTS
NOT ASSIGNED"
4600,UNKNOWN,"Submerged, dangerous",40.382758,-73.940106,High,39,Feets,,"HISTORY
  H6463/39WD--ITEM 33; WHILE SEARCHING FOR THE WK OF POCONO (AWOIS ITEM ì
1568), SEVERAL OBSTRS WERE FOUND; TWO 37 FT SDGS WERE FOUND AT LAT 40-22-36N, ì
LONG 73-56-24W AND LAT 40-22-30N, LONG 73-56-30W  (ALSO REF AWOIS ITEM 1572); ì
ALL OBSTRS CLEARED BY 34 FT; OBSTRS WERE HARD IN A SOFT BOTTOM AND ARE ì
BELIEVED TO BE SCATTERED WRECKAGE. (ENTERED MSM 5/87)
  H10284/88--OPR-C147-WH-88; AN OBSTRUCTION WAS FOUND WITH AN ì
ESTIMATED DEPTH OF 33 FT IN LAT 40-22-29.2N, LONG 73-56-29W; ì
OBSTRUCTION IS 269M SW OF CHARTED POSITION OF THIS ITEM AND 81M ì
SW OF POSITION OF ITEM 1571; EVALUATOR BELIEVES THAT THIS CONTACT ì
IS THIS ITEM OR ITEM 4600; THERE ARE OTHER OBSTRUCTIONS IN THE ì
VICINITY OF THE AWOIS ITEM THAT WERE LOCATED BY THE PRESENT ì
SURVEY, BUT THIS IS THE MOST SIGNIFICANT AND HAS AN ESTIMATED ì
HEIGHT THAT IS CLOSE TO THE CHARTED INFORMATION; EVALUATOR ì
RECOMMENDED THAT THE CHARTED ITEM BE REMOVED FROM THE CHART AND AN ì
OBSTRUCTION BE CHARTED FROM THE PRESENT SURVEY. (UPDATED MSD ì
6/91)
  FE330SS/89--OPR-C147-HE-89; CONTACT #22 FROM SURVEY H-10284/88; ì
DIVERS INVESTIGATION REVEALED THE REMAINS OF A LARGE WOODEN WRECK ì
WHICH IS BADLY BROKEN UP, DETERIORATED AND STREWN ABOUT THE ì
BOTTOM; SEVERAL LARGE TIMBERS RISE AT ANGLES ABOVE THE GENERAL ì
TREND OF THE WRECK; TIMBERS ARE MOST LIKELY THE RIBS FROM THE ì
WRECK; LEADLINE LEAST DEPTH WAS TAKEN BY DIVERS ON THE AFTERMOST ì
VERTICAL TIMBER; LAT 40-22-57.93N, LONG 73-56-24.38W (NAD83); ì
LORAN C RATES: 9960-W 15498.8, 9960-X 26949.1, 9960-Y 43662.0, ì
9960-Z 59840.8; DUE TO THE DETERIORATED CONDITION OF WRECK, ì
POSITIVE IDENTIFICATION IS NOT POSSIBLE; HOWEVER, DIVERS REPORTED ì
THAT THE WRECKAGE WAS MORE LIKELY A BARGE THAN A WAR VESSEL ì
(AWOIS ITEM 1571); IT SHOULD BE NOTED THAT IN H-6463/39WD THIS ì
ITEM WAS ASSUMED TO BE SCATTERED WRECKAGE FROM THE BARGE, POCONO ì
(ITEM 1568); EVALUATOR RECOMMENDED THAT THE OBSTRUCTION ì
FOUND ON H-10284/88 NOT BE CHARTED AND THAT A 39 WK BE CHARTED AS ì
SHOWN ON PRESENT SURVEY; CONTACT #25, WHICH WAS ALSO ASSIGNED FOR ì
FURTHER INVESTIGATION AND ALSO SUGGESTED AS POSSIBLY BEING ITEM ì
4600, WAS DETERMINED TO BE A ROCKY SHOAL AND NOT WRECKAGE. ì
(UPDATED MSD 6/91)

 DESCRIPTION
  **** REF AWOIS ITEM 1571, WK OF A CG VESSEL SUNK IN 1918."
